,Mean Reward,Standard Error
10,14.225999999999999,2.632671039077993
25,129.76399999999998,82.3919078842091
50,179.652,95.51785229578813
100,321.43199999999996,96.42032227284868
200,370.90999999999997,82.54722197627247
300,500.0,0.0
500,494.816,4.6344748138273495
