,Mean Reward,Standard Error
10,112.73800000000001,86.6489668674705
25,49.858000000000004,32.00885532473787
50,108.66600000000001,87.50833078513153
100,42.052,7.506636210713823
200,144.426,84.79442583566446
300,287.856,91.60455476012095
500,402.04,87.61808763035177
