,Mean Reward,Standard Error
10,106.14399999999998,85.20364492672832
25,13.023999999999997,2.6744728078632614
50,201.362,97.81984663247025
100,210.56200000000004,105.65453460784349
200,160.81,79.04004190282289
300,432.054,60.77274991968028
500,450.04799999999994,44.67842704482779
