"Step","CartPole_Comparison_10_4 - rollout/ep_rew_mean","CartPole_Comparison_10_4 - rollout/ep_rew_mean__MIN","CartPole_Comparison_10_4 - rollout/ep_rew_mean__MAX","CartPole_Comparison_10_3 - rollout/ep_rew_mean","CartPole_Comparison_10_3 - rollout/ep_rew_mean__MIN","CartPole_Comparison_10_3 - rollout/ep_rew_mean__MAX","CartPole_Comparison_10_2 - rollout/ep_rew_mean","CartPole_Comparison_10_2 - rollout/ep_rew_mean__MIN","CartPole_Comparison_10_2 - rollout/ep_rew_mean__MAX","CartPole_Comparison_10_1 - rollout/ep_rew_mean","CartPole_Comparison_10_1 - rollout/ep_rew_mean__MIN","CartPole_Comparison_10_1 - rollout/ep_rew_mean__MAX","CartPole_Comparison_10_0 - rollout/ep_rew_mean","CartPole_Comparison_10_0 - rollout/ep_rew_mean__MIN","CartPole_Comparison_10_0 - rollout/ep_rew_mean__MAX"
"110","14.75","14.75","14.75","33.91999816894531","33.91999816894531","33.91999816894531","8.460000038146973","8.460000038146973","8.460000038146973","15.880000114440918","15.880000114440918","15.880000114440918","430.1600036621094","430.1600036621094","430.1600036621094"
"111","14.779999732971191","14.779999732971191","14.779999732971191","34.060001373291016","34.060001373291016","34.060001373291016","8.449999809265137","8.449999809265137","8.449999809265137","15.9399995803833","15.9399995803833","15.9399995803833","429.8900146484375","429.8900146484375","429.8900146484375"
"112","14.829999923706055","14.829999923706055","14.829999923706055","33.939998626708984","33.939998626708984","33.939998626708984","8.449999809265137","8.449999809265137","8.449999809265137","15.930000305175781","15.930000305175781","15.930000305175781","432.510009765625","432.510009765625","432.510009765625"
"113","14.84000015258789","14.84000015258789","14.84000015258789","34.060001373291016","34.060001373291016","34.060001373291016","8.470000267028809","8.470000267028809","8.470000267028809","15.9399995803833","15.9399995803833","15.9399995803833","432.29998779296875","432.29998779296875","432.29998779296875"
"114","14.800000190734863","14.800000190734863","14.800000190734863","34.22999954223633","34.22999954223633","34.22999954223633","8.479999542236328","8.479999542236328","8.479999542236328","15.930000305175781","15.930000305175781","15.930000305175781","430.2200012207031","430.2200012207031","430.2200012207031"
"115","14.760000228881836","14.760000228881836","14.760000228881836","34.349998474121094","34.349998474121094","34.349998474121094","8.479999542236328","8.479999542236328","8.479999542236328","15.960000038146973","15.960000038146973","15.960000038146973","427.5199890136719","427.5199890136719","427.5199890136719"
"116","14.619999885559082","14.619999885559082","14.619999885559082","34.470001220703125","34.470001220703125","34.470001220703125","8.460000038146973","8.460000038146973","8.460000038146973","15.989999771118164","15.989999771118164","15.989999771118164","424.4100036621094","424.4100036621094","424.4100036621094"
"117","14.510000228881836","14.510000228881836","14.510000228881836","34.31999969482422","34.31999969482422","34.31999969482422","8.449999809265137","8.449999809265137","8.449999809265137","15.920000076293945","15.920000076293945","15.920000076293945","423.1600036621094","423.1600036621094","423.1600036621094"
"118","14.479999542236328","14.479999542236328","14.479999542236328","34.34000015258789","34.34000015258789","34.34000015258789","8.4399995803833","8.4399995803833","8.4399995803833","15.869999885559082","15.869999885559082","15.869999885559082","424.1300048828125","424.1300048828125","424.1300048828125"
"119","14.489999771118164","14.489999771118164","14.489999771118164","34.33000183105469","34.33000183105469","34.33000183105469","8.4399995803833","8.4399995803833","8.4399995803833","15.829999923706055","15.829999923706055","15.829999923706055","425.8299865722656","425.8299865722656","425.8299865722656"
"120","14.569999694824219","14.569999694824219","14.569999694824219","34.20000076293945","34.20000076293945","34.20000076293945","8.399999618530273","8.399999618530273","8.399999618530273","15.800000190734863","15.800000190734863","15.800000190734863","428.6700134277344","428.6700134277344","428.6700134277344"
"121","14.529999732971191","14.529999732971191","14.529999732971191","33.970001220703125","33.970001220703125","33.970001220703125","8.369999885559082","8.369999885559082","8.369999885559082","15.75","15.75","15.75","431.57000732421875","431.57000732421875","431.57000732421875"
"122","14.529999732971191","14.529999732971191","14.529999732971191","34.04999923706055","34.04999923706055","34.04999923706055","8.369999885559082","8.369999885559082","8.369999885559082","15.75","15.75","15.75","431.80999755859375","431.80999755859375","431.80999755859375"
"123","14.5","14.5","14.5","34","34","34","8.359999656677246","8.359999656677246","8.359999656677246","15.729999542236328","15.729999542236328","15.729999542236328","431.0799865722656","431.0799865722656","431.0799865722656"
"124","14.5","14.5","14.5","33.84000015258789","33.84000015258789","33.84000015258789","8.359999656677246","8.359999656677246","8.359999656677246","15.729999542236328","15.729999542236328","15.729999542236328","429.69000244140625","429.69000244140625","429.69000244140625"
"125","14.510000228881836","14.510000228881836","14.510000228881836","33.709999084472656","33.709999084472656","33.709999084472656","8.34000015258789","8.34000015258789","8.34000015258789","15.779999732971191","15.779999732971191","15.779999732971191","428.0799865722656","428.0799865722656","428.0799865722656"
"126","14.670000076293945","14.670000076293945","14.670000076293945","33.5","33.5","33.5","8.350000381469727","8.350000381469727","8.350000381469727","15.8100004196167","15.8100004196167","15.8100004196167","426.1099853515625","426.1099853515625","426.1099853515625"
"127","14.779999732971191","14.779999732971191","14.779999732971191","33.31999969482422","33.31999969482422","33.31999969482422","8.350000381469727","8.350000381469727","8.350000381469727","15.880000114440918","15.880000114440918","15.880000114440918","424.0299987792969","424.0299987792969","424.0299987792969"
"128","14.859999656677246","14.859999656677246","14.859999656677246","33.2400016784668","33.2400016784668","33.2400016784668","8.350000381469727","8.350000381469727","8.350000381469727","15.789999961853027","15.789999961853027","15.789999961853027","422.0899963378906","422.0899963378906","422.0899963378906"
"129","14.970000267028809","14.970000267028809","14.970000267028809","33.20000076293945","33.20000076293945","33.20000076293945","8.319999694824219","8.319999694824219","8.319999694824219","15.8100004196167","15.8100004196167","15.8100004196167","421.9100036621094","421.9100036621094","421.9100036621094"
"130","15.079999923706055","15.079999923706055","15.079999923706055","33.2599983215332","33.2599983215332","33.2599983215332","8.319999694824219","8.319999694824219","8.319999694824219","15.739999771118164","15.739999771118164","15.739999771118164","420.3699951171875","420.3699951171875","420.3699951171875"
"131","15.239999771118164","15.239999771118164","15.239999771118164","32.959999084472656","32.959999084472656","32.959999084472656","8.3100004196167","8.3100004196167","8.3100004196167","15.680000305175781","15.680000305175781","15.680000305175781","418.9800109863281","418.9800109863281","418.9800109863281"
"132","15.300000190734863","15.300000190734863","15.300000190734863","32.619998931884766","32.619998931884766","32.619998931884766","8.300000190734863","8.300000190734863","8.300000190734863","15.649999618530273","15.649999618530273","15.649999618530273","420.7799987792969","420.7799987792969","420.7799987792969"
"133","15.300000190734863","15.300000190734863","15.300000190734863","32.43000030517578","32.43000030517578","32.43000030517578","8.300000190734863","8.300000190734863","8.300000190734863","15.489999771118164","15.489999771118164","15.489999771118164","421.8800048828125","421.8800048828125","421.8800048828125"
"134","15.229999542236328","15.229999542236328","15.229999542236328","32.18000030517578","32.18000030517578","32.18000030517578","8.329999923706055","8.329999923706055","8.329999923706055","15.4399995803833","15.4399995803833","15.4399995803833","424.44000244140625","424.44000244140625","424.44000244140625"
"135","15.279999732971191","15.279999732971191","15.279999732971191","31.860000610351562","31.860000610351562","31.860000610351562","8.34000015258789","8.34000015258789","8.34000015258789","15.489999771118164","15.489999771118164","15.489999771118164","429.82000732421875","429.82000732421875","429.82000732421875"
"136","15.279999732971191","15.279999732971191","15.279999732971191","31.959999084472656","31.959999084472656","31.959999084472656","8.350000381469727","8.350000381469727","8.350000381469727","15.569999694824219","15.569999694824219","15.569999694824219","433.760009765625","433.760009765625","433.760009765625"
"137","15.300000190734863","15.300000190734863","15.300000190734863","31.790000915527344","31.790000915527344","31.790000915527344","8.319999694824219","8.319999694824219","8.319999694824219","15.619999885559082","15.619999885559082","15.619999885559082","437.42999267578125","437.42999267578125","437.42999267578125"
"138","15.329999923706055","15.329999923706055","15.329999923706055","31.829999923706055","31.829999923706055","31.829999923706055","8.300000190734863","8.300000190734863","8.300000190734863","15.609999656677246","15.609999656677246","15.609999656677246","440.6499938964844","440.6499938964844","440.6499938964844"
"139","15.359999656677246","15.359999656677246","15.359999656677246","32.13999938964844","32.13999938964844","32.13999938964844","8.300000190734863","8.300000190734863","8.300000190734863","15.569999694824219","15.569999694824219","15.569999694824219","443.2300109863281","443.2300109863281","443.2300109863281"
"140","15.359999656677246","15.359999656677246","15.359999656677246","32.18000030517578","32.18000030517578","32.18000030517578","8.300000190734863","8.300000190734863","8.300000190734863","15.569999694824219","15.569999694824219","15.569999694824219","446","446","446"
"141","15.399999618530273","15.399999618530273","15.399999618530273","32.209999084472656","32.209999084472656","32.209999084472656","8.319999694824219","8.319999694824219","8.319999694824219","15.550000190734863","15.550000190734863","15.550000190734863","449.04998779296875","449.04998779296875","449.04998779296875"
"142","15.399999618530273","15.399999618530273","15.399999618530273","32.65999984741211","32.65999984741211","32.65999984741211","8.329999923706055","8.329999923706055","8.329999923706055","15.579999923706055","15.579999923706055","15.579999923706055","451.6499938964844","451.6499938964844","451.6499938964844"
"143","15.34000015258789","15.34000015258789","15.34000015258789","33.16999816894531","33.16999816894531","33.16999816894531","8.329999923706055","8.329999923706055","8.329999923706055","15.670000076293945","15.670000076293945","15.670000076293945","453.3399963378906","453.3399963378906","453.3399963378906"
"144","15.260000228881836","15.260000228881836","15.260000228881836","33.5099983215332","33.5099983215332","33.5099983215332","8.319999694824219","8.319999694824219","8.319999694824219","15.680000305175781","15.680000305175781","15.680000305175781","453.94000244140625","453.94000244140625","453.94000244140625"
"145","15.279999732971191","15.279999732971191","15.279999732971191","33.599998474121094","33.599998474121094","33.599998474121094","8.319999694824219","8.319999694824219","8.319999694824219","15.760000228881836","15.760000228881836","15.760000228881836","455.45001220703125","455.45001220703125","455.45001220703125"
"146","15.289999961853027","15.289999961853027","15.289999961853027","33.369998931884766","33.369998931884766","33.369998931884766","8.3100004196167","8.3100004196167","8.3100004196167","15.8100004196167","15.8100004196167","15.8100004196167","457.79998779296875","457.79998779296875","457.79998779296875"
"147","15.279999732971191","15.279999732971191","15.279999732971191","33.15999984741211","33.15999984741211","33.15999984741211","8.3100004196167","8.3100004196167","8.3100004196167","15.770000457763672","15.770000457763672","15.770000457763672","460.7300109863281","460.7300109863281","460.7300109863281"
"148","15.319999694824219","15.319999694824219","15.319999694824219","33.29999923706055","33.29999923706055","33.29999923706055","8.34000015258789","8.34000015258789","8.34000015258789","15.779999732971191","15.779999732971191","15.779999732971191","464.5","464.5","464.5"
"149","15.289999961853027","15.289999961853027","15.289999961853027","33.40999984741211","33.40999984741211","33.40999984741211","8.34000015258789","8.34000015258789","8.34000015258789","15.8100004196167","15.8100004196167","15.8100004196167","468.9100036621094","468.9100036621094","468.9100036621094"
"150","15.239999771118164","15.239999771118164","15.239999771118164","33.689998626708984","33.689998626708984","33.689998626708984","8.359999656677246","8.359999656677246","8.359999656677246","15.800000190734863","15.800000190734863","15.800000190734863","473.42999267578125","473.42999267578125","473.42999267578125"
"151","15.130000114440918","15.130000114440918","15.130000114440918","33.81999969482422","33.81999969482422","33.81999969482422","8.329999923706055","8.329999923706055","8.329999923706055","15.75","15.75","15.75","477.3500061035156","477.3500061035156","477.3500061035156"
"152","14.989999771118164","14.989999771118164","14.989999771118164","33.86000061035156","33.86000061035156","33.86000061035156","8.329999923706055","8.329999923706055","8.329999923706055","15.75","15.75","15.75","481.4100036621094","481.4100036621094","481.4100036621094"
"153","14.859999656677246","14.859999656677246","14.859999656677246","33.630001068115234","33.630001068115234","33.630001068115234","8.34000015258789","8.34000015258789","8.34000015258789","15.819999694824219","15.819999694824219","15.819999694824219","485.6000061035156","485.6000061035156","485.6000061035156"
"154","14.779999732971191","14.779999732971191","14.779999732971191","33.83000183105469","33.83000183105469","33.83000183105469","8.34000015258789","8.34000015258789","8.34000015258789","15.8100004196167","15.8100004196167","15.8100004196167","488.94000244140625","488.94000244140625","488.94000244140625"
"155","14.670000076293945","14.670000076293945","14.670000076293945","34.09000015258789","34.09000015258789","34.09000015258789","8.319999694824219","8.319999694824219","8.319999694824219","15.859999656677246","15.859999656677246","15.859999656677246","492.760009765625","492.760009765625","492.760009765625"
"156","14.630000114440918","14.630000114440918","14.630000114440918","34.25","34.25","34.25","8.329999923706055","8.329999923706055","8.329999923706055","15.869999885559082","15.869999885559082","15.869999885559082","495.79998779296875","495.79998779296875","495.79998779296875"
"157","14.630000114440918","14.630000114440918","14.630000114440918","34.41999816894531","34.41999816894531","34.41999816894531","8.350000381469727","8.350000381469727","8.350000381469727","15.920000076293945","15.920000076293945","15.920000076293945","497.5299987792969","497.5299987792969","497.5299987792969"
"158","14.640000343322754","14.640000343322754","14.640000343322754","34.529998779296875","34.529998779296875","34.529998779296875","8.34000015258789","8.34000015258789","8.34000015258789","15.960000038146973","15.960000038146973","15.960000038146973","499.2200012207031","499.2200012207031","499.2200012207031"
"159","14.65999984741211","14.65999984741211","14.65999984741211","34.45000076293945","34.45000076293945","34.45000076293945","8.359999656677246","8.359999656677246","8.359999656677246","15.960000038146973","15.960000038146973","15.960000038146973","499.6400146484375","499.6400146484375","499.6400146484375"
"160","14.600000381469727","14.600000381469727","14.600000381469727","34.47999954223633","34.47999954223633","34.47999954223633","8.350000381469727","8.350000381469727","8.350000381469727","15.899999618530273","15.899999618530273","15.899999618530273","499.6400146484375","499.6400146484375","499.6400146484375"
"161","14.5600004196167","14.5600004196167","14.5600004196167","34.36000061035156","34.36000061035156","34.36000061035156","8.350000381469727","8.350000381469727","8.350000381469727","15.789999961853027","15.789999961853027","15.789999961853027","499.6400146484375","499.6400146484375","499.6400146484375"
"162","14.550000190734863","14.550000190734863","14.550000190734863","34.29999923706055","34.29999923706055","34.29999923706055","8.319999694824219","8.319999694824219","8.319999694824219","15.789999961853027","15.789999961853027","15.789999961853027","499.6400146484375","499.6400146484375","499.6400146484375"
"163","14.640000343322754","14.640000343322754","14.640000343322754","34.150001525878906","34.150001525878906","34.150001525878906","8.34000015258789","8.34000015258789","8.34000015258789","15.819999694824219","15.819999694824219","15.819999694824219","499.7799987792969","499.7799987792969","499.7799987792969"
"164","14.670000076293945","14.670000076293945","14.670000076293945","33.9900016784668","33.9900016784668","33.9900016784668","8.350000381469727","8.350000381469727","8.350000381469727","15.869999885559082","15.869999885559082","15.869999885559082","499.6099853515625","499.6099853515625","499.6099853515625"
"165","14.720000267028809","14.720000267028809","14.720000267028809","34.130001068115234","34.130001068115234","34.130001068115234","8.319999694824219","8.319999694824219","8.319999694824219","15.869999885559082","15.869999885559082","15.869999885559082","497.2900085449219","497.2900085449219","497.2900085449219"
"166","14.670000076293945","14.670000076293945","14.670000076293945","33.939998626708984","33.939998626708984","33.939998626708984","8.279999732971191","8.279999732971191","8.279999732971191","15.869999885559082","15.869999885559082","15.869999885559082","494.0899963378906","494.0899963378906","494.0899963378906"
"167","14.710000038146973","14.710000038146973","14.710000038146973","33.529998779296875","33.529998779296875","33.529998779296875","8.319999694824219","8.319999694824219","8.319999694824219","15.800000190734863","15.800000190734863","15.800000190734863","491.55999755859375","491.55999755859375","491.55999755859375"
"168","14.710000038146973","14.710000038146973","14.710000038146973","33.18000030517578","33.18000030517578","33.18000030517578","8.289999961853027","8.289999961853027","8.289999961853027","15.8100004196167","15.8100004196167","15.8100004196167","491","491","491"
"169","14.770000457763672","14.770000457763672","14.770000457763672","33.15999984741211","33.15999984741211","33.15999984741211","8.3100004196167","8.3100004196167","8.3100004196167","15.789999961853027","15.789999961853027","15.789999961853027","491","491","491"
"170","14.75","14.75","14.75","33.11000061035156","33.11000061035156","33.11000061035156","8.3100004196167","8.3100004196167","8.3100004196167","15.729999542236328","15.729999542236328","15.729999542236328","488.7699890136719","488.7699890136719","488.7699890136719"
"171","14.720000267028809","14.720000267028809","14.720000267028809","33.66999816894531","33.66999816894531","33.66999816894531","8.319999694824219","8.319999694824219","8.319999694824219","15.75","15.75","15.75","487.42999267578125","487.42999267578125","487.42999267578125"
"172","14.630000114440918","14.630000114440918","14.630000114440918","33.93000030517578","33.93000030517578","33.93000030517578","8.319999694824219","8.319999694824219","8.319999694824219","15.729999542236328","15.729999542236328","15.729999542236328","484.6300048828125","484.6300048828125","484.6300048828125"
"173","14.630000114440918","14.630000114440918","14.630000114440918","34.189998626708984","34.189998626708984","34.189998626708984","8.319999694824219","8.319999694824219","8.319999694824219","15.649999618530273","15.649999618530273","15.649999618530273","482.239990234375","482.239990234375","482.239990234375"
"174","14.649999618530273","14.649999618530273","14.649999618530273","34.25","34.25","34.25","8.289999961853027","8.289999961853027","8.289999961853027","15.680000305175781","15.680000305175781","15.680000305175781","481.010009765625","481.010009765625","481.010009765625"
"175","14.65999984741211","14.65999984741211","14.65999984741211","34.20000076293945","34.20000076293945","34.20000076293945","8.289999961853027","8.289999961853027","8.289999961853027","15.6899995803833","15.6899995803833","15.6899995803833","480.2799987792969","480.2799987792969","480.2799987792969"
"176","14.680000305175781","14.680000305175781","14.680000305175781","34.150001525878906","34.150001525878906","34.150001525878906","8.279999732971191","8.279999732971191","8.279999732971191","15.710000038146973","15.710000038146973","15.710000038146973","480.2799987792969","480.2799987792969","480.2799987792969"
"177","14.699999809265137","14.699999809265137","14.699999809265137","34.279998779296875","34.279998779296875","34.279998779296875","8.300000190734863","8.300000190734863","8.300000190734863","15.630000114440918","15.630000114440918","15.630000114440918","479.8500061035156","479.8500061035156","479.8500061035156"
"178","14.680000305175781","14.680000305175781","14.680000305175781","34.22999954223633","34.22999954223633","34.22999954223633","8.3100004196167","8.3100004196167","8.3100004196167","15.649999618530273","15.649999618530273","15.649999618530273","479.8500061035156","479.8500061035156","479.8500061035156"
"179","14.710000038146973","14.710000038146973","14.710000038146973","34.029998779296875","34.029998779296875","34.029998779296875","8.319999694824219","8.319999694824219","8.319999694824219","15.649999618530273","15.649999618530273","15.649999618530273","479.8500061035156","479.8500061035156","479.8500061035156"
"180","14.6899995803833","14.6899995803833","14.6899995803833","33.68000030517578","33.68000030517578","33.68000030517578","8.319999694824219","8.319999694824219","8.319999694824219","15.630000114440918","15.630000114440918","15.630000114440918","479.8299865722656","479.8299865722656","479.8299865722656"
"181","14.680000305175781","14.680000305175781","14.680000305175781","33.47999954223633","33.47999954223633","33.47999954223633","8.3100004196167","8.3100004196167","8.3100004196167","15.59000015258789","15.59000015258789","15.59000015258789","479.3599853515625","479.3599853515625","479.3599853515625"
"182","14.619999885559082","14.619999885559082","14.619999885559082","33.13999938964844","33.13999938964844","33.13999938964844","8.3100004196167","8.3100004196167","8.3100004196167","15.569999694824219","15.569999694824219","15.569999694824219","479.3599853515625","479.3599853515625","479.3599853515625"
"183","14.579999923706055","14.579999923706055","14.579999923706055","33.220001220703125","33.220001220703125","33.220001220703125","8.3100004196167","8.3100004196167","8.3100004196167","15.579999923706055","15.579999923706055","15.579999923706055","479.2200012207031","479.2200012207031","479.2200012207031"
"184","14.510000228881836","14.510000228881836","14.510000228881836","33.060001373291016","33.060001373291016","33.060001373291016","8.319999694824219","8.319999694824219","8.319999694824219","15.569999694824219","15.569999694824219","15.569999694824219","477.6199951171875","477.6199951171875","477.6199951171875"
"185","14.5","14.5","14.5","33.040000915527344","33.040000915527344","33.040000915527344","8.300000190734863","8.300000190734863","8.300000190734863","15.630000114440918","15.630000114440918","15.630000114440918","474.32000732421875","474.32000732421875","474.32000732421875"
"186","14.510000228881836","14.510000228881836","14.510000228881836","33.060001373291016","33.060001373291016","33.060001373291016","8.319999694824219","8.319999694824219","8.319999694824219","15.640000343322754","15.640000343322754","15.640000343322754","472.7099914550781","472.7099914550781","472.7099914550781"
"187","14.380000114440918","14.380000114440918","14.380000114440918","33.08000183105469","33.08000183105469","33.08000183105469","8.300000190734863","8.300000190734863","8.300000190734863","15.65999984741211","15.65999984741211","15.65999984741211","466.9599914550781","466.9599914550781","466.9599914550781"
"188","14.270000457763672","14.270000457763672","14.270000457763672","33.0099983215332","33.0099983215332","33.0099983215332","8.279999732971191","8.279999732971191","8.279999732971191","15.600000381469727","15.600000381469727","15.600000381469727","464.7699890136719","464.7699890136719","464.7699890136719"
"189","14.170000076293945","14.170000076293945","14.170000076293945","32.95000076293945","32.95000076293945","32.95000076293945","8.279999732971191","8.279999732971191","8.279999732971191","15.640000343322754","15.640000343322754","15.640000343322754","464.55999755859375","464.55999755859375","464.55999755859375"
"190","14.15999984741211","14.15999984741211","14.15999984741211","32.880001068115234","32.880001068115234","32.880001068115234","8.34000015258789","8.34000015258789","8.34000015258789","15.630000114440918","15.630000114440918","15.630000114440918","465.8399963378906","465.8399963378906","465.8399963378906"
"191","14.130000114440918","14.130000114440918","14.130000114440918","32.790000915527344","32.790000915527344","32.790000915527344","8.3100004196167","8.3100004196167","8.3100004196167","15.600000381469727","15.600000381469727","15.600000381469727","467.7200012207031","467.7200012207031","467.7200012207031"
"192","14.149999618530273","14.149999618530273","14.149999618530273","32.810001373291016","32.810001373291016","32.810001373291016","8.329999923706055","8.329999923706055","8.329999923706055","15.609999656677246","15.609999656677246","15.609999656677246","468.92999267578125","468.92999267578125","468.92999267578125"
"193","14.149999618530273","14.149999618530273","14.149999618530273","32.63999938964844","32.63999938964844","32.63999938964844","8.329999923706055","8.329999923706055","8.329999923706055","15.59000015258789","15.59000015258789","15.59000015258789","468.0299987792969","468.0299987792969","468.0299987792969"
"194","14.100000381469727","14.100000381469727","14.100000381469727","32.5","32.5","32.5","8.390000343322754","8.390000343322754","8.390000343322754","15.640000343322754","15.640000343322754","15.640000343322754","465.1499938964844","465.1499938964844","465.1499938964844"
"195","14.100000381469727","14.100000381469727","14.100000381469727","32.2599983215332","32.2599983215332","32.2599983215332","8.390000343322754","8.390000343322754","8.390000343322754","15.630000114440918","15.630000114440918","15.630000114440918","463.17999267578125","463.17999267578125","463.17999267578125"
"196","14.130000114440918","14.130000114440918","14.130000114440918","31.770000457763672","31.770000457763672","31.770000457763672","8.390000343322754","8.390000343322754","8.390000343322754","15.640000343322754","15.640000343322754","15.640000343322754","464.3900146484375","464.3900146484375","464.3900146484375"
"197","14.170000076293945","14.170000076293945","14.170000076293945","31.18000030517578","31.18000030517578","31.18000030517578","8.399999618530273","8.399999618530273","8.399999618530273","15.59000015258789","15.59000015258789","15.59000015258789","468.1099853515625","468.1099853515625","468.1099853515625"
"198","14.199999809265137","14.199999809265137","14.199999809265137","30.860000610351562","30.860000610351562","30.860000610351562","8.390000343322754","8.390000343322754","8.390000343322754","15.5600004196167","15.5600004196167","15.5600004196167","467.1000061035156","467.1000061035156","467.1000061035156"
"199","14.180000305175781","14.180000305175781","14.180000305175781","30.760000228881836","30.760000228881836","30.760000228881836","8.430000305175781","8.430000305175781","8.430000305175781","15.579999923706055","15.579999923706055","15.579999923706055","468.2200012207031","468.2200012207031","468.2200012207031"
"200","14.170000076293945","14.170000076293945","14.170000076293945","30.889999389648438","30.889999389648438","30.889999389648438","8.399999618530273","8.399999618530273","8.399999618530273","15.59000015258789","15.59000015258789","15.59000015258789","468.2200012207031","468.2200012207031","468.2200012207031"
"201","14.220000267028809","14.220000267028809","14.220000267028809","30.649999618530273","30.649999618530273","30.649999618530273","8.399999618530273","8.399999618530273","8.399999618530273","15.59000015258789","15.59000015258789","15.59000015258789","464.6300048828125","464.6300048828125","464.6300048828125"
"202","14.289999961853027","14.289999961853027","14.289999961853027","30.459999084472656","30.459999084472656","30.459999084472656","8.390000343322754","8.390000343322754","8.390000343322754","15.539999961853027","15.539999961853027","15.539999961853027","464.489990234375","464.489990234375","464.489990234375"
"203","14.329999923706055","14.329999923706055","14.329999923706055","30.5","30.5","30.5","8.399999618530273","8.399999618530273","8.399999618530273","15.600000381469727","15.600000381469727","15.600000381469727","464.489990234375","464.489990234375","464.489990234375"
"204","14.34000015258789","14.34000015258789","14.34000015258789","31","31","31","8.380000114440918","8.380000114440918","8.380000114440918","15.579999923706055","15.579999923706055","15.579999923706055","464.510009765625","464.510009765625","464.510009765625"
"205","14.380000114440918","14.380000114440918","14.380000114440918","31.43000030517578","31.43000030517578","31.43000030517578","8.40999984741211","8.40999984741211","8.40999984741211","15.670000076293945","15.670000076293945","15.670000076293945","464.510009765625","464.510009765625","464.510009765625"
"206","14.40999984741211","14.40999984741211","14.40999984741211","31.670000076293945","31.670000076293945","31.670000076293945","8.399999618530273","8.399999618530273","8.399999618530273","15.720000267028809","15.720000267028809","15.720000267028809","464.9800109863281","464.9800109863281","464.9800109863281"
"207","14.479999542236328","14.479999542236328","14.479999542236328","32.09000015258789","32.09000015258789","32.09000015258789","8.369999885559082","8.369999885559082","8.369999885559082","15.729999542236328","15.729999542236328","15.729999542236328","465.1199951171875","465.1199951171875","465.1199951171875"
"208","14.470000267028809","14.470000267028809","14.470000267028809","32.130001068115234","32.130001068115234","32.130001068115234","8.399999618530273","8.399999618530273","8.399999618530273","15.670000076293945","15.670000076293945","15.670000076293945","465.8900146484375","465.8900146484375","465.8900146484375"
"209","14.520000457763672","14.520000457763672","14.520000457763672","32.349998474121094","32.349998474121094","32.349998474121094","8.520000457763672","8.520000457763672","8.520000457763672","15.630000114440918","15.630000114440918","15.630000114440918","469.8500061035156","469.8500061035156","469.8500061035156"
"210","14.470000267028809","14.470000267028809","14.470000267028809","32.36000061035156","32.36000061035156","32.36000061035156","8.529999732971191","8.529999732971191","8.529999732971191","15.5600004196167","15.5600004196167","15.5600004196167","471.260009765625","471.260009765625","471.260009765625"
"211","14.449999809265137","14.449999809265137","14.449999809265137","32.459999084472656","32.459999084472656","32.459999084472656","8.600000381469727","8.600000381469727","8.600000381469727","15.539999961853027","15.539999961853027","15.539999961853027","474.7900085449219","474.7900085449219","474.7900085449219"
"212","14.40999984741211","14.40999984741211","14.40999984741211","32.540000915527344","32.540000915527344","32.540000915527344","8.600000381469727","8.600000381469727","8.600000381469727","15.5600004196167","15.5600004196167","15.5600004196167","477.5199890136719","477.5199890136719","477.5199890136719"
"213","14.420000076293945","14.420000076293945","14.420000076293945","32.689998626708984","32.689998626708984","32.689998626708984","8.630000114440918","8.630000114440918","8.630000114440918","15.579999923706055","15.579999923706055","15.579999923706055","480.5799865722656","480.5799865722656","480.5799865722656"
"214","14.449999809265137","14.449999809265137","14.449999809265137","33.11000061035156","33.11000061035156","33.11000061035156","8.609999656677246","8.609999656677246","8.609999656677246","15.569999694824219","15.569999694824219","15.569999694824219","482.1600036621094","482.1600036621094","482.1600036621094"
"215","14.5","14.5","14.5","32.90999984741211","32.90999984741211","32.90999984741211","8.619999885559082","8.619999885559082","8.619999885559082","15.600000381469727","15.600000381469727","15.600000381469727","483.5799865722656","483.5799865722656","483.5799865722656"
"216","14.470000267028809","14.470000267028809","14.470000267028809","32.93000030517578","32.93000030517578","32.93000030517578","8.640000343322754","8.640000343322754","8.640000343322754","15.579999923706055","15.579999923706055","15.579999923706055","483.1099853515625","483.1099853515625","483.1099853515625"
"217","14.489999771118164","14.489999771118164","14.489999771118164","32.9900016784668","32.9900016784668","32.9900016784668","8.65999984741211","8.65999984741211","8.65999984741211","15.59000015258789","15.59000015258789","15.59000015258789","484.1600036621094","484.1600036621094","484.1600036621094"
"218","14.539999961853027","14.539999961853027","14.539999961853027","33.130001068115234","33.130001068115234","33.130001068115234","8.649999618530273","8.649999618530273","8.649999618530273","15.510000228881836","15.510000228881836","15.510000228881836","488.510009765625","488.510009765625","488.510009765625"
"219","14.529999732971191","14.529999732971191","14.529999732971191","33.11000061035156","33.11000061035156","33.11000061035156","8.579999923706055","8.579999923706055","8.579999923706055","15.460000038146973","15.460000038146973","15.460000038146973","490.9100036621094","490.9100036621094","490.9100036621094"
"220","14.520000457763672","14.520000457763672","14.520000457763672","33.06999969482422","33.06999969482422","33.06999969482422","8.59000015258789","8.59000015258789","8.59000015258789","15.449999809265137","15.449999809265137","15.449999809265137","492.3299865722656","492.3299865722656","492.3299865722656"
