Step,Preference_200_4,Preference_200_3,Preference_200_2,Preference_200_1,Preference_200_0,Preference_100_4,Preference_100_3,Preference_100_2,Preference_100_1,Preference_100_0,Preference_50_4,Preference_50_3,Preference_50_2,Preference_50_1,Preference_50_0,Preference_25_4,Preference_25_3,Preference_25_2,Preference_25_1,Preference_25_0,Preference_10_4,Preference_10_3,Preference_10_2,Preference_10_1,Preference_10_0,Pendulum_MSE_200_4,Pendulum_MSE_200_3,Pendulum_MSE_200_2,Pendulum_MSE_200_1,Pendulum_MSE_200_0,Pendulum_MSE_100_4,Pendulum_MSE_100_3,Pendulum_MSE_100_2,Pendulum_MSE_100_1,Pendulum_MSE_100_0,Pendulum_MSE_50_4,Pendulum_MSE_50_3,Pendulum_MSE_50_2,Pendulum_MSE_50_1,Pendulum_MSE_50_0,Pendulum_MSE_25_4,Pendulum_MSE_25_3,Pendulum_MSE_25_2,Pendulum_MSE_25_1,Pendulum_MSE_25_0,Pendulum_MSE_10_4,Pendulum_MSE_10_3,Pendulum_MSE_10_2,Pendulum_MSE_10_1,Pendulum_MSE_10_0,MSE_Human_200_4,MSE_Human_200_3,MSE_Human_200_2,MSE_Human_200_1,MSE_Human_200_0,MSE_Human_100_4,MSE_Human_100_3,MSE_Human_100_2,MSE_Human_100_1,MSE_Human_100_0,MSE_Human_50_4,MSE_Human_50_3,MSE_Human_50_2,MSE_Human_50_1,MSE_Human_50_0,MSE_Human_25_4,MSE_Human_25_3,MSE_Human_25_2,MSE_Human_25_1,MSE_Human_25_0,MSE_Human_10_4,MSE_Human_10_3,MSE_Human_10_2,MSE_Human_10_1,MSE_Human_10_0,Preference_Improved1_200_4,Preference_Improved1_200_3,Preference_Improved1_200_2,Preference_Improved1_200_1,Preference_Improved1_200_0,Preference_Improved1_100_4,Preference_Improved1_100_3,Preference_Improved1_100_2,Preference_Improved1_100_1,Preference_Improved1_100_0,Preference_Improved1_50_4,Preference_Improved1_50_3,Preference_Improved1_50_2,Preference_Improved1_50_1,Preference_Improved1_50_0,Preference_Improved1_25_4,Preference_Improved1_25_3,Preference_Improved1_25_2,Preference_Improved1_25_1,Preference_Improved1_25_0,Preference_Improved1_10_4,Preference_Improved1_10_3,Preference_Improved1_10_2,Preference_Improved1_10_1,Preference_Improved1_10_0,Preference_Improved100_200_4,Preference_Improved100_200_3,Preference_Improved100_200_2,Preference_Improved100_200_1,Preference_Improved100_200_0,Preference_Improved100_100_4,Preference_Improved100_100_3,Preference_Improved100_100_2,Preference_Improved100_100_1,Preference_Improved100_100_0,Preference_Improved100_50_4,Preference_Improved100_50_3,Preference_Improved100_50_2,Preference_Improved100_50_1,Preference_Improved100_50_0,Preference_Improved100_25_4,Preference_Improved100_25_3,Preference_Improved100_25_2,Preference_Improved100_25_1,Preference_Improved100_25_0,Preference_Improved100_10_4,Preference_Improved100_10_3,Preference_Improved100_10_2,Preference_Improved100_10_1,Preference_Improved100_10_0,Preference_Improved10_200_4,Preference_Improved10_200_3,Preference_Improved10_200_2,Preference_Improved10_200_1,Preference_Improved10_200_0,Preference_Improved10_100_4,Preference_Improved10_100_3,Preference_Improved10_100_2,Preference_Improved10_100_1,Preference_Improved10_100_0,Preference_Improved10_50_4,Preference_Improved10_50_3,Preference_Improved10_50_2,Preference_Improved10_50_1,Preference_Improved10_50_0,Preference_Improved10_25_4,Preference_Improved10_25_3,Preference_Improved10_25_2,Preference_Improved10_25_1,Preference_Improved10_25_0,Preference_Improved10_10_4,Preference_Improved10_10_3,Preference_Improved10_10_2,Preference_Improved10_10_1,Preference_Improved10_10_0
0,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875,-1421.135009765625,-1187.5355224609375,-1116.3304443359375,-1186.78662109375,-1238.6815185546875
1,-1251.665283203125,-1219.67333984375,-1117.6650390625,-1151.8082275390625,-1232.568115234375,-1234.53515625,-1222.478759765625,-1152.5252685546875,-1168.2928466796875,-1243.115966796875,-1255.09912109375,-1220.99267578125,-1144.135498046875,-1151.927490234375,-1228.6959228515625,-1239.8204345703125,-1217.734130859375,-1154.1239013671875,-1169.065673828125,-1248.9827880859375,-1219.2845458984375,-1218.1005859375,-1119.2529296875,-1179.711669921875,-1225.9022216796875,-1223.7213134765625,-1218.3720703125,-1133.427490234375,-1165.536865234375,-1226.0269775390625,-1234.98095703125,-1219.563720703125,-1134.4854736328125,-1164.5897216796875,-1236.2860107421875,-1239.755126953125,-1218.588134765625,-1132.9598388671875,-1165.7705078125,-1230.489501953125,-1234.7418212890625,-1219.439208984375,-1130.9010009765625,-1164.760498046875,-1242.0001220703125,-1237.2276611328125,-1219.36767578125,-1138.7252197265625,-1157.457763671875,-1225.0206298828125,-1248.20751953125,-1209.98828125,-1139.8209228515625,-1146.474609375,-1241.2440185546875,-1242.00537109375,-1216.889892578125,-1136.112548828125,-1155.4595947265625,-1234.28955078125,-1249.220703125,-1217.8699951171875,-1148.0628662109375,-1172.7828369140625,-1242.3316650390625,-1249.1591796875,-1203.4334716796875,-1146.1607666015625,-1157.8236083984375,-1240.3245849609375,-1247.4862060546875,-1203.096435546875,-1132.522705078125,-1164.8612060546875,-1239.5543212890625,-1244.8150634765625,-1225.30712890625,-1157.7640380859375,-1157.999267578125,-1241.38623046875,-1241.114013671875,-1221.7491455078125,-1150.7711181640625,-1150.731689453125,-1235.7767333984375,-1232.8902587890625,-1219.8726806640625,-1130.834716796875,-1160.0474853515625,-1232.744384765625,-1245.1553955078125,-1217.734130859375,-1143.4906005859375,-1169.065673828125,-1240.2169189453125,-1213.7847900390625,-1218.1005859375,-1119.2529296875,-1175.326904296875,-1223.1981201171875,-1242.6370849609375,-1220.106689453125,-1148.334228515625,-1158.68896484375,-1241.46044921875,-1235.7557373046875,-1221.567138671875,-1139.470703125,-1162.7767333984375,-1228.0106201171875,-1236.8475341796875,-1222.0997314453125,-1146.469970703125,-1154.7039794921875,-1243.580322265625,-1232.1434326171875,-1220.128173828125,-1135.0020751953125,-1169.065673828125,-1232.162109375,-1215.6402587890625,-1218.1005859375,-1119.2529296875,-1172.888427734375,-1222.416748046875,-1236.3095703125,-1218.6146240234375,-1144.811279296875,-1159.9547119140625,-1242.37744140625,-1242.9339599609375,-1221.186279296875,-1156.00244140625,-1167.9827880859375,-1229.8388671875,-1245.0933837890625,-1220.7694091796875,-1141.1524658203125,-1164.51513671875,-1248.131103515625,-1226.805419921875,-1217.734130859375,-1144.033447265625,-1169.065673828125,-1244.1568603515625,-1224.325439453125,-1218.1005859375,-1119.2529296875,-1175.9083251953125,-1223.9146728515625
2,-1305.25830078125,-1189.5543212890625,-1132.7501220703125,-1178.4168701171875,-1201.32177734375,-1261.704345703125,-1197.083251953125,-1175.1033935546875,-1176.9317626953125,-1208.96826171875,-1276.094970703125,-1190.38037109375,-1157.4898681640625,-1171.7802734375,-1193.0999755859375,-1270.3031005859375,-1186.0074462890625,-1171.592041015625,-1167.911865234375,-1210.6431884765625,-1231.405029296875,-1182.8648681640625,-1134.698974609375,-1216.6302490234375,-1189.3487548828125,-1252.3505859375,-1194.9185791015625,-1145.6490478515625,-1187.096923828125,-1183.7977294921875,-1264.9073486328125,-1195.4625244140625,-1147.234375,-1195.877197265625,-1189.550537109375,-1274.28125,-1194.770263671875,-1139.4490966796875,-1196.871826171875,-1188.6788330078125,-1270.22509765625,-1193.386474609375,-1141.8671875,-1183.9696044921875,-1199.4085693359375,-1254.3173828125,-1191.8582763671875,-1150.1632080078125,-1173.4447021484375,-1185.0191650390625,-1276.89697265625,-1164.1199951171875,-1156.6270751953125,-1173.2298583984375,-1197.198974609375,-1271.437255859375,-1170.001953125,-1160.7314453125,-1171.3790283203125,-1208.1119384765625,-1291.4573974609375,-1176.331787109375,-1172.8843994140625,-1212.105224609375,-1207.0733642578125,-1287.718505859375,-1168.6314697265625,-1165.5494384765625,-1171.09619140625,-1197.2706298828125,-1283.67822265625,-1151.89208984375,-1140.4150390625,-1216.022216796875,-1209.3524169921875,-1260.1248779296875,-1197.4232177734375,-1178.1768798828125,-1200.004638671875,-1209.48486328125,-1275.1785888671875,-1193.4945068359375,-1182.5318603515625,-1177.7877197265625,-1190.0247802734375,-1252.7027587890625,-1186.886962890625,-1149.1661376953125,-1168.0682373046875,-1189.85107421875,-1281.6710205078125,-1186.0074462890625,-1159.2860107421875,-1167.911865234375,-1193.4730224609375,-1222.3389892578125,-1182.8648681640625,-1134.698974609375,-1214.4656982421875,-1187.6092529296875,-1269.213134765625,-1189.5648193359375,-1163.4989013671875,-1191.6177978515625,-1204.1087646484375,-1264.2470703125,-1195.989013671875,-1154.3607177734375,-1215.369384765625,-1200.7242431640625,-1269.19970703125,-1193.118896484375,-1162.1016845703125,-1179.578125,-1202.3302001953125,-1255.1634521484375,-1185.979736328125,-1147.77197265625,-1167.911865234375,-1194.8895263671875,-1233.981201171875,-1182.8648681640625,-1134.698974609375,-1191.196533203125,-1174.5018310546875,-1275.9185791015625,-1185.46923828125,-1168.3531494140625,-1185.3038330078125,-1200.874267578125,-1274.9556884765625,-1192.656982421875,-1175.5947265625,-1191.2276611328125,-1198.991943359375,-1281.2691650390625,-1194.1431884765625,-1150.4815673828125,-1175.11962890625,-1215.0601806640625,-1267.3592529296875,-1186.0074462890625,-1160.3350830078125,-1167.911865234375,-1196.7791748046875,-1230.0533447265625,-1182.8648681640625,-1134.698974609375,-1215.0035400390625,-1177.0052490234375
3,-1295.4599609375,-1232.9813232421875,-1136.44140625,-1173.8106689453125,-1179.314208984375,-1233.990478515625,-1250.91259765625,-1172.9639892578125,-1173.398193359375,-1191.589111328125,-1250.6302490234375,-1232.185302734375,-1152.1961669921875,-1169.9119873046875,-1159.552978515625,-1245.5550537109375,-1235.30419921875,-1186.318115234375,-1157.241943359375,-1178.233642578125,-1206.8170166015625,-1228.755126953125,-1140.177490234375,-1230.587646484375,-1152.8765869140625,-1235.4952392578125,-1246.369873046875,-1150.3858642578125,-1190.9061279296875,-1150.5438232421875,-1253.3424072265625,-1247.504638671875,-1145.642578125,-1196.202880859375,-1153.1341552734375,-1263.7681884765625,-1250.3795166015625,-1143.0394287109375,-1197.2257080078125,-1158.6976318359375,-1253.5635986328125,-1240.26318359375,-1152.4542236328125,-1183.4832763671875,-1170.1231689453125,-1233.545654296875,-1240.01513671875,-1154.6343994140625,-1173.7579345703125,-1149.2225341796875,-1250.4471435546875,-1192.7572021484375,-1158.634765625,-1165.5411376953125,-1160.69970703125,-1246.5687255859375,-1201.689208984375,-1152.8330078125,-1162.6190185546875,-1183.209716796875,-1272.909912109375,-1203.767333984375,-1173.8270263671875,-1216.87939453125,-1173.6212158203125,-1276.3919677734375,-1208.5228271484375,-1163.2117919921875,-1167.27685546875,-1177.9481201171875,-1258.591064453125,-1195.819091796875,-1138.96044921875,-1242.2703857421875,-1188.138427734375,-1243.5,-1247.9796142578125,-1186.2882080078125,-1213.3603515625,-1176.03564453125,-1250.7415771484375,-1231.948974609375,-1190.33740234375,-1179.0009765625,-1149.2691650390625,-1225.41064453125,-1227.642333984375,-1150.2427978515625,-1161.2637939453125,-1172.6142578125,-1267.3699951171875,-1235.30419921875,-1156.19970703125,-1157.241943359375,-1166.24560546875,-1199.6793212890625,-1228.755126953125,-1140.177490234375,-1226.0343017578125,-1151.193359375,-1244.529541015625,-1229.5927734375,-1158.2979736328125,-1186.0435791015625,-1170.01708984375,-1245.2083740234375,-1238.953857421875,-1155.2376708984375,-1228.141357421875,-1178.451171875,-1248.24072265625,-1229.7008056640625,-1161.7342529296875,-1175.655029296875,-1164.644775390625,-1236.9532470703125,-1230.6646728515625,-1140.025634765625,-1157.241943359375,-1165.0511474609375,-1210.61376953125,-1228.755126953125,-1140.177490234375,-1188.3741455078125,-1138.04150390625,-1255.8555908203125,-1223.6871337890625,-1173.9036865234375,-1189.0819091796875,-1171.358642578125,-1249.5931396484375,-1232.8460693359375,-1172.448486328125,-1190.572998046875,-1176.2354736328125,-1257.34619140625,-1233.61767578125,-1155.1064453125,-1165.28515625,-1195.7833251953125,-1259.6685791015625,-1235.30419921875,-1165.4398193359375,-1157.241943359375,-1173.8919677734375,-1204.96630859375,-1228.755126953125,-1140.177490234375,-1226.18701171875,-1140.897216796875
4,-1293.12939453125,-1200.410400390625,-1180.0072021484375,-1154.0316162109375,-1203.0863037109375,-1223.5213623046875,-1222.7635498046875,-1225.3038330078125,-1152.894775390625,-1204.9332275390625,-1243.152587890625,-1192.2900390625,-1190.70703125,-1151.2247314453125,-1175.57568359375,-1236.9970703125,-1211.8712158203125,-1235.5054931640625,-1135.910400390625,-1191.229736328125,-1199.3944091796875,-1190.0736083984375,-1179.4892578125,-1230.182861328125,-1171.4012451171875,-1233.960205078125,-1210.595947265625,-1196.4349365234375,-1172.988525390625,-1174.5439453125,-1250.0093994140625,-1210.9102783203125,-1192.7301025390625,-1184.7672119140625,-1175.6710205078125,-1262.7164306640625,-1216.5911865234375,-1188.1661376953125,-1186.58349609375,-1182.97216796875,-1250.14404296875,-1203.6622314453125,-1198.4356689453125,-1161.4169921875,-1194.6060791015625,-1231.6370849609375,-1206.63232421875,-1199.200927734375,-1159.275634765625,-1174.1561279296875,-1241.2630615234375,-1156.4549560546875,-1191.3214111328125,-1144.1927490234375,-1172.705810546875,-1239.250732421875,-1165.279296875,-1194.4892578125,-1138.0692138671875,-1205.95849609375,-1260.3863525390625,-1164.561279296875,-1215.1309814453125,-1198.29296875,-1186.4364013671875,-1278.083251953125,-1171.6910400390625,-1203.9990234375,-1141.0003662109375,-1198.315673828125,-1260.098876953125,-1158.5689697265625,-1175.707275390625,-1251.570556640625,-1210.4927978515625,-1242.2843017578125,-1217.7598876953125,-1238.2822265625,-1202.2142333984375,-1194.2574462890625,-1234.167236328125,-1193.27587890625,-1242.4112548828125,-1158.1514892578125,-1164.7015380859375,-1214.292236328125,-1189.9588623046875,-1193.8153076171875,-1144.0374755859375,-1196.850341796875,-1257.37744140625,-1211.8712158203125,-1199.643798828125,-1135.910400390625,-1179.4696044921875,-1200.1353759765625,-1190.0736083984375,-1179.4892578125,-1227.511474609375,-1168.6484375,-1230.720703125,-1190.05712890625,-1200.565185546875,-1170.92138671875,-1192.991943359375,-1241.1964111328125,-1202.2618408203125,-1199.608154296875,-1217.951171875,-1193.0943603515625,-1245.0159912109375,-1188.318603515625,-1195.1690673828125,-1157.9788818359375,-1183.742919921875,-1233.4974365234375,-1194.9884033203125,-1172.1949462890625,-1135.910400390625,-1181.205078125,-1202.7618408203125,-1190.0736083984375,-1179.4892578125,-1163.3692626953125,-1151.3699951171875,-1245.544921875,-1183.712890625,-1215.5308837890625,-1170.8114013671875,-1180.9404296875,-1242.5115966796875,-1192.384033203125,-1217.3193359375,-1172.3165283203125,-1198.3079833984375,-1246.525634765625,-1197.4493408203125,-1188.7523193359375,-1148.6175537109375,-1217.3258056640625,-1246.364013671875,-1211.8712158203125,-1201.9364013671875,-1135.910400390625,-1195.9554443359375,-1201.284912109375,-1190.0736083984375,-1179.4892578125,-1230.6846923828125,-1156.6461181640625
5,-1284.754638671875,-1195.8961181640625,-1184.9403076171875,-1145.2371826171875,-1195.4326171875,-1207.1710205078125,-1228.46044921875,-1233.8980712890625,-1141.125244140625,-1195.7958984375,-1226.744873046875,-1192.424072265625,-1190.328857421875,-1139.138671875,-1167.3363037109375,-1218.1180419921875,-1214.0289306640625,-1246.9354248046875,-1124.0333251953125,-1186.7481689453125,-1182.5594482421875,-1188.7979736328125,-1179.5955810546875,-1234.6258544921875,-1162.8433837890625,-1230.62744140625,-1209.1187744140625,-1209.272216796875,-1167.1365966796875,-1173.1397705078125,-1242.73095703125,-1207.668212890625,-1204.2781982421875,-1178.598876953125,-1171.6463623046875,-1253.5599365234375,-1213.5224609375,-1202.734375,-1181.53759765625,-1177.1326904296875,-1235.9527587890625,-1196.3846435546875,-1213.063720703125,-1156.2421875,-1200.0909423828125,-1216.0147705078125,-1206.6412353515625,-1213.080078125,-1150.0560302734375,-1173.8408203125,-1223.440185546875,-1149.418701171875,-1191.515869140625,-1132.5186767578125,-1160.6954345703125,-1219.34033203125,-1155.658203125,-1195.3931884765625,-1118.03564453125,-1197.194580078125,-1242.0986328125,-1154.2584228515625,-1222.46533203125,-1193.9034423828125,-1172.7596435546875,-1270.410400390625,-1160.322265625,-1208.6219482421875,-1121.81640625,-1194.6571044921875,-1241.6748046875,-1159.1729736328125,-1172.8736572265625,-1278.80078125,-1213.0269775390625,-1235.9171142578125,-1221.519287109375,-1249.360107421875,-1197.362548828125,-1193.859375,-1213.6900634765625,-1191.768798828125,-1252.941162109375,-1145.7376708984375,-1151.1265869140625,-1189.3983154296875,-1188.6995849609375,-1199.23486328125,-1133.025390625,-1194.4727783203125,-1240.447265625,-1214.0289306640625,-1212.453369140625,-1124.0333251953125,-1171.033935546875,-1183.8359375,-1188.7979736328125,-1179.5955810546875,-1234.5791015625,-1151.6600341796875,-1215.103271484375,-1187.764892578125,-1209.9927978515625,-1156.9581298828125,-1180.2264404296875,-1223.445068359375,-1197.9283447265625,-1205.8126220703125,-1210.298583984375,-1181.60693359375,-1227.7568359375,-1179.1767578125,-1191.3077392578125,-1140.0718994140625,-1182.022216796875,-1214.5587158203125,-1195.3026123046875,-1168.4105224609375,-1124.0333251953125,-1170.892333984375,-1186.732666015625,-1188.7979736328125,-1179.5955810546875,-1152.6556396484375,-1139.565185546875,-1232.99658203125,-1176.326416015625,-1222.12939453125,-1164.406494140625,-1174.0706787109375,-1226.6219482421875,-1186.988525390625,-1222.3497314453125,-1159.3150634765625,-1192.1717529296875,-1229.928466796875,-1194.7587890625,-1182.42529296875,-1136.2470703125,-1222.84814453125,-1231.403564453125,-1214.0289306640625,-1210.6588134765625,-1124.0333251953125,-1197.76025390625,-1185.4898681640625,-1188.7979736328125,-1179.5955810546875,-1235.5919189453125,-1143.9735107421875
6,-1282.6666259765625,-1165.3193359375,-1179.779541015625,-1149.025390625,-1185.407470703125,-1193.12255859375,-1207.7384033203125,-1235.8360595703125,-1141.037841796875,-1181.299072265625,-1210.07373046875,-1165.9949951171875,-1177.514892578125,-1139.3892822265625,-1157.5308837890625,-1204.5068359375,-1194.9449462890625,-1256.2052001953125,-1119.359375,-1177.25537109375,-1169.9161376953125,-1161.484130859375,-1180.4923095703125,-1252.5654296875,-1154.0836181640625,-1237.6322021484375,-1179.2135009765625,-1217.0576171875,-1174.1688232421875,-1170.8507080078125,-1248.2344970703125,-1179.35546875,-1211.9981689453125,-1185.07861328125,-1171.9005126953125,-1260.194580078125,-1189.821044921875,-1211.8841552734375,-1186.1318359375,-1178.12939453125,-1241.0968017578125,-1166.888427734375,-1216.5692138671875,-1163.936279296875,-1198.994140625,-1211.809814453125,-1176.7325439453125,-1220.878662109375,-1155.4202880859375,-1173.7406005859375,-1198.635009765625,-1123.9869384765625,-1183.255126953125,-1128.68896484375,-1146.0859375,-1201.3873291015625,-1126.95849609375,-1184.1270751953125,-1114.197998046875,-1186.228759765625,-1236.670654296875,-1124.67138671875,-1218.5220947265625,-1189.9239501953125,-1158.59326171875,-1272.89111328125,-1129.962646484375,-1197.4918212890625,-1120.0504150390625,-1188.178466796875,-1228.593994140625,-1137.180908203125,-1166.7791748046875,-1305.7933349609375,-1204.1041259765625,-1239.9180908203125,-1192.637451171875,-1247.5203857421875,-1201.0181884765625,-1185.10791015625,-1200.6146240234375,-1159.9107666015625,-1255.5728759765625,-1145.2974853515625,-1135.8931884765625,-1172.92626953125,-1171.177490234375,-1185.512451171875,-1140.6895751953125,-1189.59814453125,-1228.501220703125,-1194.9449462890625,-1213.3482666015625,-1119.359375,-1159.7637939453125,-1168.197998046875,-1161.484130859375,-1180.4923095703125,-1251.267578125,-1146.435791015625,-1207.0577392578125,-1159.4671630859375,-1205.144287109375,-1159.79931640625,-1166.7783203125,-1208.8282470703125,-1173.1083984375,-1199.813720703125,-1211.583740234375,-1167.173828125,-1213.131103515625,-1154.600830078125,-1176.832763671875,-1141.4884033203125,-1185.0872802734375,-1204.45947265625,-1173.265869140625,-1156.4443359375,-1119.359375,-1156.8597412109375,-1169.433837890625,-1161.484130859375,-1180.4923095703125,-1145.7247314453125,-1125.9183349609375,-1227.560546875,-1143.699462890625,-1210.8773193359375,-1165.42626953125,-1161.885986328125,-1214.8740234375,-1160.371337890625,-1218.763671875,-1159.437744140625,-1183.0902099609375,-1217.443115234375,-1169.230224609375,-1169.8504638671875,-1141.232666015625,-1215.796875,-1221.918212890625,-1194.9449462890625,-1206.487060546875,-1119.359375,-1197.90185546875,-1169.9342041015625,-1161.484130859375,-1180.4923095703125,-1253.40576171875,-1141.1304931640625
7,-1260.464111328125,-1158.5985107421875,-1170.3721923828125,-1138.8653564453125,-1189.1048583984375,-1173.224609375,-1211.4666748046875,-1226.843017578125,-1123.0457763671875,-1178.3558349609375,-1186.5706787109375,-1163.9986572265625,-1158.4443359375,-1130.2587890625,-1160.94580078125,-1185.0574951171875,-1204.1524658203125,-1254.2816162109375,-1110.3885498046875,-1178.4696044921875,-1159.6368408203125,-1166.625244140625,-1177.2037353515625,-1264.6669921875,-1155.4510498046875,-1228.2822265625,-1177.4808349609375,-1213.875,-1164.4466552734375,-1187.6900634765625,-1236.1767578125,-1185.7261962890625,-1205.672119140625,-1174.787353515625,-1184.7645263671875,-1249.11279296875,-1202.2467041015625,-1205.765380859375,-1179.9320068359375,-1191.517578125,-1226.8846435546875,-1171.6846923828125,-1209.95361328125,-1157.949951171875,-1211.1595458984375,-1197.619384765625,-1182.2711181640625,-1219.704345703125,-1145.8546142578125,-1185.20458984375,-1171.598388671875,-1119.450927734375,-1170.3990478515625,-1110.2735595703125,-1135.21923828125,-1180.3109130859375,-1116.5035400390625,-1163.7178955078125,-1096.307373046875,-1186.185546875,-1209.8233642578125,-1111.609130859375,-1206.68359375,-1172.966064453125,-1147.7578125,-1252.6259765625,-1125.6300048828125,-1188.70361328125,-1113.283935546875,-1195.39111328125,-1211.4886474609375,-1133.10009765625,-1163.4874267578125,-1324.45751953125,-1212.431396484375,-1220.8782958984375,-1194.3206787109375,-1234.19091796875,-1190.52099609375,-1193.820556640625,-1172.0147705078125,-1161.5965576171875,-1239.962646484375,-1134.1568603515625,-1125.94140625,-1156.1939697265625,-1172.77880859375,-1162.39599609375,-1127.849853515625,-1195.505859375,-1202.5103759765625,-1204.1524658203125,-1202.4227294921875,-1110.3885498046875,-1156.553466796875,-1157.9786376953125,-1166.625244140625,-1177.2037353515625,-1262.48095703125,-1151.6829833984375,-1185.76611328125,-1156.750244140625,-1188.7197265625,-1148.0675048828125,-1164.901123046875,-1185.3740234375,-1164.1336669921875,-1187.5970458984375,-1199.737548828125,-1162.6572265625,-1184.644775390625,-1148.518798828125,-1155.8126220703125,-1133.6767578125,-1198.77734375,-1178.1954345703125,-1172.913818359375,-1147.756103515625,-1110.3885498046875,-1154.42626953125,-1160.8082275390625,-1166.625244140625,-1177.2037353515625,-1131.187744140625,-1122.3944091796875,-1206.7708740234375,-1137.7554931640625,-1198.5189208984375,-1147.6839599609375,-1159.0513916015625,-1187.9918212890625,-1156.6463623046875,-1206.5953369140625,-1146.3319091796875,-1182.1806640625,-1186.880859375,-1164.26318359375,-1154.771240234375,-1140.453125,-1221.8516845703125,-1190.729736328125,-1204.1524658203125,-1199.5704345703125,-1110.3885498046875,-1210.8087158203125,-1160.8123779296875,-1166.625244140625,-1177.2037353515625,-1263.83154296875,-1146.35009765625
